phone_number,address,week_hours_work,weekend_hours_work
021-54889000 - 021-88344389,تهران خیابان مطهری، نرسیده به چهار راه سهروردی کوچه سنندج، پلاک 6، مجتمع چاپ کهنگرمی,۹ - ۱۷,۹ - ۱۳
